Directory,FileName,EmoClass,EmoInt,Statement,SpkrID,Gender
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-08-02-01-02-05.wav,U,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-06-01-02-01-05.wav,F,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-04-01-02-02-05.wav,S,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-08-01-02-01-05.wav,U,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-07-02-02-01-05.wav,D,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-03-02-02-02-05.wav,H,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-04-02-02-01-05.wav,S,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-05-01-01-02-05.wav,A,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-06-02-02-02-05.wav,F,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-03-01-01-02-05.wav,H,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-01-01-01-01-05.wav,N,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-06-02-01-02-05.wav,F,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-03-02-01-02-05.wav,H,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-08-01-01-01-05.wav,U,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-03-01-01-01-05.wav,H,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-06-02-02-01-05.wav,F,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-01-01-01-02-05.wav,N,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-08-02-02-01-05.wav,U,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-06-01-01-02-05.wav,F,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-06-02-01-01-05.wav,F,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-04-02-01-01-05.wav,S,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-01-01-02-02-05.wav,N,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-07-02-01-02-05.wav,D,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-05-02-02-01-05.wav,A,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-05-01-02-02-05.wav,A,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-01-01-02-01-05.wav,N,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-02-01-02-01-05.wav,N,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-06-01-01-01-05.wav,F,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-08-01-02-02-05.wav,U,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-04-02-01-02-05.wav,S,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-08-02-01-01-05.wav,U,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-07-01-02-01-05.wav,D,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-07-01-01-02-05.wav,D,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-03-02-02-01-05.wav,H,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-05-02-02-02-05.wav,A,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-07-02-01-01-05.wav,D,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-02-02-01-02-05.wav,N,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-04-01-01-02-05.wav,S,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-03-02-01-01-05.wav,H,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-06-01-02-02-05.wav,F,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-07-01-02-02-05.wav,D,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-03-01-02-01-05.wav,H,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-08-02-02-02-05.wav,U,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-02-02-02-02-05.wav,N,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-04-02-02-02-05.wav,S,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-07-01-01-01-05.wav,D,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-05-02-01-02-05.wav,A,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-02-02-01-01-05.wav,N,strong,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-04-01-02-01-05.wav,S,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-02-02-02-01-05.wav,N,strong,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-04-01-01-01-05.wav,S,normal,1,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_05,03-01-05-01-02-01-05.wav,A,normal,2,5,Male
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-04-01-02-01-06.wav,S,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-07-01-01-01-06.wav,D,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-03-01-02-02-06.wav,H,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-05-02-01-01-06.wav,A,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-06-02-01-02-06.wav,F,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-06-02-02-01-06.wav,F,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-02-01-01-02-06.wav,N,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-07-01-02-01-06.wav,D,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-04-02-02-01-06.wav,S,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-03-01-01-02-06.wav,H,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-01-01-02-02-06.wav,N,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-08-02-01-02-06.wav,U,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-03-02-02-01-06.wav,H,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-04-01-01-01-06.wav,S,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-04-02-01-01-06.wav,S,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-06-01-02-02-06.wav,F,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-04-01-02-02-06.wav,S,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-08-02-01-01-06.wav,U,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-07-02-02-01-06.wav,D,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-02-02-01-01-06.wav,N,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-06-01-02-01-06.wav,F,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-07-02-01-02-06.wav,D,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-06-02-02-02-06.wav,F,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-06-01-01-02-06.wav,F,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-03-02-01-01-06.wav,H,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-02-01-02-02-06.wav,N,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-03-01-02-01-06.wav,H,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-07-01-02-02-06.wav,D,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-02-01-02-01-06.wav,N,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-02-02-02-02-06.wav,N,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-01-01-02-01-06.wav,N,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-01-01-01-02-06.wav,N,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-02-01-01-01-06.wav,N,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-07-02-01-01-06.wav,D,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-05-01-01-02-06.wav,A,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-08-02-02-02-06.wav,U,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-07-01-01-02-06.wav,D,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-05-01-02-01-06.wav,A,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-05-02-02-01-06.wav,A,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-04-02-01-02-06.wav,S,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-08-01-01-01-06.wav,U,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-08-02-02-01-06.wav,U,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-08-01-02-01-06.wav,U,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-06-02-01-01-06.wav,F,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-03-02-01-02-06.wav,H,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-04-02-02-02-06.wav,S,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-02-02-02-01-06.wav,N,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-03-01-01-01-06.wav,H,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-05-02-02-02-06.wav,A,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-08-01-02-02-06.wav,U,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-01-01-01-01-06.wav,N,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-03-02-02-02-06.wav,H,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-06-01-01-01-06.wav,F,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-05-02-01-02-06.wav,A,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-08-01-01-02-06.wav,U,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-05-01-01-01-06.wav,A,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-04-01-01-02-06.wav,S,normal,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-05-01-02-02-06.wav,A,normal,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-02-02-01-02-06.wav,N,strong,1,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_06,03-01-07-02-02-02-06.wav,D,strong,2,6,Female
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-04-02-01-01-07.wav,S,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-04-01-01-02-07.wav,S,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-05-01-02-01-07.wav,A,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-07-02-02-02-07.wav,D,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-02-01-02-02-07.wav,N,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-06-02-01-02-07.wav,F,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-04-01-02-01-07.wav,S,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-05-01-01-02-07.wav,A,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-05-02-01-02-07.wav,A,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-04-02-02-01-07.wav,S,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-08-01-01-02-07.wav,U,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-05-02-02-01-07.wav,A,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-02-02-01-01-07.wav,N,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-06-02-02-02-07.wav,F,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-04-02-02-02-07.wav,S,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-08-02-02-01-07.wav,U,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-06-02-01-01-07.wav,F,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-06-01-01-01-07.wav,F,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-05-01-02-02-07.wav,A,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-01-01-02-02-07.wav,N,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-03-01-02-02-07.wav,H,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-02-02-01-02-07.wav,N,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-03-01-01-02-07.wav,H,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-07-02-02-01-07.wav,D,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-05-02-02-02-07.wav,A,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-05-01-01-01-07.wav,A,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-03-01-01-01-07.wav,H,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-08-01-01-01-07.wav,U,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-06-02-02-01-07.wav,F,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-02-02-02-01-07.wav,N,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-03-02-01-01-07.wav,H,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-03-02-01-02-07.wav,H,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-01-01-02-01-07.wav,N,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-07-01-02-02-07.wav,D,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-03-02-02-02-07.wav,H,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-08-01-02-02-07.wav,U,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-07-01-02-01-07.wav,D,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-01-01-01-01-07.wav,N,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-03-01-02-01-07.wav,H,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-05-02-01-01-07.wav,A,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-04-01-02-02-07.wav,S,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-02-02-02-02-07.wav,N,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-07-01-01-02-07.wav,D,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-02-01-01-01-07.wav,N,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-04-01-01-01-07.wav,S,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-03-02-02-01-07.wav,H,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-07-02-01-01-07.wav,D,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-07-02-01-02-07.wav,D,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-08-02-01-02-07.wav,U,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-01-01-01-02-07.wav,N,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-02-01-02-01-07.wav,N,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-08-02-02-02-07.wav,U,strong,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-06-01-02-01-07.wav,F,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-07-01-01-01-07.wav,D,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-06-01-01-02-07.wav,F,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-02-01-01-02-07.wav,N,normal,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-04-02-01-02-07.wav,S,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-06-01-02-02-07.wav,F,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-08-01-02-01-07.wav,U,normal,2,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_07,03-01-08-02-01-01-07.wav,U,strong,1,7,Male
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-07-02-01-02-08.wav,D,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-02-02-01-02-08.wav,N,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-06-02-01-02-08.wav,F,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-01-01-02-01-08.wav,N,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-05-02-02-02-08.wav,A,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-01-01-02-02-08.wav,N,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-03-02-02-01-08.wav,H,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-03-02-01-02-08.wav,H,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-06-01-01-01-08.wav,F,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-03-02-01-01-08.wav,H,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-08-02-01-01-08.wav,U,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-05-02-01-02-08.wav,A,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-06-02-01-01-08.wav,F,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-05-01-01-02-08.wav,A,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-04-02-01-02-08.wav,S,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-04-02-02-01-08.wav,S,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-03-01-01-02-08.wav,H,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-05-02-02-01-08.wav,A,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-08-01-01-02-08.wav,U,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-04-01-02-01-08.wav,S,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-04-01-02-02-08.wav,S,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-08-01-01-01-08.wav,U,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-06-01-02-01-08.wav,F,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-02-02-01-01-08.wav,N,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-03-02-02-02-08.wav,H,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-08-01-02-02-08.wav,U,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-07-01-02-01-08.wav,D,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-08-02-02-02-08.wav,U,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-06-01-01-02-08.wav,F,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-08-02-02-01-08.wav,U,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-07-01-01-01-08.wav,D,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-03-01-02-01-08.wav,H,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-02-01-02-01-08.wav,N,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-06-02-02-01-08.wav,F,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-02-01-02-02-08.wav,N,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-07-02-02-02-08.wav,D,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-07-02-02-01-08.wav,D,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-05-01-01-01-08.wav,A,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-07-01-01-02-08.wav,D,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-03-01-01-01-08.wav,H,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-04-02-01-01-08.wav,S,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-08-02-01-02-08.wav,U,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-05-01-02-02-08.wav,A,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-06-01-02-02-08.wav,F,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-04-02-02-02-08.wav,S,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-02-02-02-02-08.wav,N,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-01-01-01-01-08.wav,N,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-04-01-01-01-08.wav,S,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-02-01-01-02-08.wav,N,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-07-01-02-02-08.wav,D,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-03-01-02-02-08.wav,H,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-02-02-02-01-08.wav,N,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-08-01-02-01-08.wav,U,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-02-01-01-01-08.wav,N,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-04-01-01-02-08.wav,S,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-06-02-02-02-08.wav,F,strong,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-07-02-01-01-08.wav,D,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-01-01-01-02-08.wav,N,normal,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-05-02-01-01-08.wav,A,strong,1,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_08,03-01-05-01-02-01-08.wav,A,normal,2,8,Female
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-08-01-02-02-09.wav,U,normal,2,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-06-02-01-02-09.wav,F,strong,1,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-03-01-01-01-09.wav,H,normal,1,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-02-02-02-02-09.wav,N,strong,2,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-04-01-01-02-09.wav,S,normal,1,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-02-02-02-01-09.wav,N,strong,2,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-02-01-01-01-09.wav,N,normal,1,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-08-02-01-02-09.wav,U,strong,1,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-03-02-01-01-09.wav,H,strong,1,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-08-01-01-02-09.wav,U,normal,1,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-03-01-02-02-09.wav,H,normal,2,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-01-01-02-01-09.wav,N,normal,2,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-01-01-01-02-09.wav,N,normal,1,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-08-01-02-01-09.wav,U,normal,2,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-07-02-02-02-09.wav,D,strong,2,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-05-02-01-02-09.wav,A,strong,1,9,Male
ravdess/Audio_Speech_Actors_01-24/Actor_09,03-01-06-01-01-01-09.wav,F,normal,1,9,Male
