FileName,EmoAct,EmoVal,EmoDom
MSP-PODCAST_3600_0084_0002.wav,3.8,5.4,4.8
MSP-PODCAST_2916_0072.wav,4.2,4.8,4.4
MSP-PODCAST_6104_0271.wav,5.0,5.6,5.4
MSP-PODCAST_1992_0005.wav,2.6,5.2,4.2
MSP-PODCAST_6022_0638.wav,5.2,5.0,4.6
MSP-PODCAST_4275_0052.wav,4.8,5.6,4.6
MSP-PODCAST_6751_1013.wav,4.4,5.4,4.2
MSP-PODCAST_2397_0079.wav,4.0,4.0,3.0
MSP-PODCAST_5963_0350.wav,2.6,5.4,3.8
MSP-PODCAST_3507_0077_0002.wav,4.6,5.4,4.6
MSP-PODCAST_0834_0505_0013.wav,4.0,5.090909,4.636364
MSP-PODCAST_1534_0143_0001.wav,6.0,6.454545,5.636364
MSP-PODCAST_6626_0281.wav,5.0,5.2,4.0
MSP-PODCAST_6764_0468.wav,3.4,4.6,3.0
MSP-PODCAST_3283_0059.wav,5.4,6.0,4.8
MSP-PODCAST_5399_0136.wav,4.2,4.4,4.6
MSP-PODCAST_6605_0032.wav,3.6,4.0,3.8
MSP-PODCAST_2446_0277.wav,4.6,4.8,4.0
MSP-PODCAST_2392_0026.wav,4.0,4.0,4.0
MSP-PODCAST_5492_1203.wav,5.8,5.8,5.2
MSP-PODCAST_5931_0067.wav,5.2,5.6,5.0
MSP-PODCAST_5756_1199.wav,3.4,5.2,4.6
MSP-PODCAST_1660_0011_0010.wav,5.6,4.2,5.4
MSP-PODCAST_1770_0330.wav,5.2,5.0,5.2
MSP-PODCAST_5582_0017.wav,5.8,5.0,5.6
MSP-PODCAST_6572_0237.wav,4.2,5.2,4.2
MSP-PODCAST_2394_0481.wav,4.0,3.0,4.0
MSP-PODCAST_5625_1300.wav,4.2,4.6,4.6
MSP-PODCAST_0079_0464.wav,5.0,5.0,4.666667
MSP-PODCAST_2216_0086.wav,4.8,5.2,4.4
MSP-PODCAST_2378_0022.wav,4.8,4.8,5.2
MSP-PODCAST_6737_0914.wav,5.0,5.666667,4.833333
MSP-PODCAST_5344_0138.wav,4.6,4.0,4.0
MSP-PODCAST_2233_0007.wav,4.6,5.0,4.2
MSP-PODCAST_5375_0164.wav,3.8,5.4,4.6
MSP-PODCAST_5483_0829.wav,5.0,5.4,5.4
MSP-PODCAST_3346_0057_0000.wav,4.6,4.8,4.6
MSP-PODCAST_4148_0013_0000.wav,4.2,5.4,4.2
MSP-PODCAST_5925_0192.wav,5.4,5.8,4.6
MSP-PODCAST_5537_0568.wav,2.8,5.0,3.8
MSP-PODCAST_5448_0186.wav,3.6,4.8,4.4
MSP-PODCAST_3839_0018_0003.wav,3.2,5.0,4.4
MSP-PODCAST_2544_0836.wav,4.0,5.0,4.2
MSP-PODCAST_3184_0612.wav,3.4,5.0,4.2
MSP-PODCAST_6803_1067.wav,2.8,4.6,3.4
MSP-PODCAST_6214_0535.wav,3.4,4.4,4.0
MSP-PODCAST_6437_0134.wav,3.4,5.2,5.2
MSP-PODCAST_2402_0200.wav,3.4,3.6,3.4
MSP-PODCAST_4073_0142.wav,4.2,5.6,4.8
MSP-PODCAST_3012_0075.wav,4.8,5.0,4.2
MSP-PODCAST_6775_0010.wav,6.0,5.8,5.8
MSP-PODCAST_5984_9800.wav,4.8,4.0,4.2
MSP-PODCAST_5980_2310.wav,5.4,3.8,5.0
MSP-PODCAST_2439_0035.wav,5.0,4.8,5.0
MSP-PODCAST_2738_0234.wav,4.0,5.2,4.4
MSP-PODCAST_3387_0144.wav,4.4,5.6,4.8
MSP-PODCAST_0641_0353.wav,4.2,5.2,4.4
MSP-PODCAST_0163_0008.wav,5.0,5.0,5.0
MSP-PODCAST_6270_2954.wav,5.0,5.6,5.4
MSP-PODCAST_5567_0179.wav,3.8,4.4,3.6
MSP-PODCAST_5676_0465.wav,5.2,5.4,5.2
MSP-PODCAST_1312_0111.wav,5.4,5.6,5.6
MSP-PODCAST_6591_0212.wav,4.6,4.6,5.0
MSP-PODCAST_5290_0138.wav,5.0,5.2,4.2
MSP-PODCAST_5873_0397.wav,3.4,4.6,3.6
MSP-PODCAST_2544_0486.wav,4.2,4.4,4.8
MSP-PODCAST_2400_0022.wav,3.0,3.0,4.0
MSP-PODCAST_0135_0059.wav,4.4,4.4,3.8
MSP-PODCAST_3595_0069_0000.wav,4.4,4.8,4.4
MSP-PODCAST_6242_0242.wav,4.6,5.2,5.4
MSP-PODCAST_5826_1804.wav,4.6,5.0,4.8
MSP-PODCAST_2622_0366.wav,3.2,4.2,4.2
MSP-PODCAST_1653_0015_0005.wav,4.6,5.2,4.8
MSP-PODCAST_5430_0134.wav,5.6,5.2,4.4
MSP-PODCAST_1655_0186.wav,4.8,4.4,4.4
MSP-PODCAST_6219_0143.wav,3.8,5.4,4.4
MSP-PODCAST_1358_0045.wav,3.8,5.4,4.2
MSP-PODCAST_6855_0590.wav,4.4,5.0,5.0
MSP-PODCAST_4436_0006_0000.wav,4.0,5.8,4.2
MSP-PODCAST_0713_0470.wav,4.0,5.0,4.2
MSP-PODCAST_5927_0213.wav,5.0,5.2,4.8
MSP-PODCAST_5929_0325.wav,4.6,5.4,5.0
MSP-PODCAST_2737_0590.wav,4.166667,3.166667,4.166667
MSP-PODCAST_2397_0128.wav,3.0,4.0,3.0
MSP-PODCAST_4806_0086.wav,5.2,4.6,5.0
MSP-PODCAST_2914_0045.wav,4.6,5.6,4.8
MSP-PODCAST_0310_0242.wav,6.0,5.944444,5.888889
MSP-PODCAST_2445_0022.wav,5.2,4.2,4.6
MSP-PODCAST_5875_1279.wav,4.2,4.8,3.8
MSP-PODCAST_2407_0121.wav,3.4,3.6,3.0
MSP-PODCAST_6838_0314_0005.wav,3.4,4.4,5.0
MSP-PODCAST_4288_0049.wav,4.8,3.8,5.2
MSP-PODCAST_2441_0217.wav,4.4,4.6,4.6
MSP-PODCAST_0858_0006_0008.wav,4.8,5.2,4.6
MSP-PODCAST_6320_0537.wav,5.0,5.6,4.6
MSP-PODCAST_1769_0049.wav,5.6,5.6,5.0
MSP-PODCAST_3585_0363.wav,1.8,4.6,4.0
MSP-PODCAST_5983_0320.wav,5.6,4.8,6.0
MSP-PODCAST_2387_0034.wav,4.6,5.2,5.2
MSP-PODCAST_5485_0962.wav,5.0,5.4,5.0
MSP-PODCAST_2392_0350.wav,3.0,3.0,3.0
MSP-PODCAST_6147_0042.wav,4.2,4.8,3.8
MSP-PODCAST_3495_0103.wav,5.2,4.6,5.0
MSP-PODCAST_4308_0146_0001.wav,3.6,5.4,4.4
MSP-PODCAST_5927_0306.wav,3.4,4.6,4.4
MSP-PODCAST_2230_0422.wav,4.6,4.2,4.2
MSP-PODCAST_2441_0050.wav,5.0,5.4,4.8
MSP-PODCAST_1356_0600.wav,4.2,5.8,4.8
MSP-PODCAST_0179_0060.wav,4.0,5.2,4.0
MSP-PODCAST_1655_0181.wav,5.2,5.0,4.8
MSP-PODCAST_5947_0017.wav,4.4,5.2,4.8
MSP-PODCAST_2324_0656.wav,4.8,5.0,6.4
MSP-PODCAST_6882_1205.wav,4.2,4.8,4.0
MSP-PODCAST_2351_0474.wav,4.0,4.0,3.0
MSP-PODCAST_2447_0132.wav,4.8,5.2,4.8
MSP-PODCAST_5923_0012.wav,4.0,5.0,4.6
MSP-PODCAST_1644_0004_0007.wav,4.888889,5.111111,4.777778
MSP-PODCAST_6466_0396.wav,4.6,4.4,5.0
MSP-PODCAST_1645_0203.wav,5.8,5.6,6.0
MSP-PODCAST_2936_0345.wav,3.6,4.4,3.8
MSP-PODCAST_3539_0301.wav,3.2,5.0,3.0
MSP-PODCAST_0383_1332.wav,5.85,5.4,5.45
MSP-PODCAST_5446_0135.wav,4.8,5.0,4.6
MSP-PODCAST_3126_0690.wav,4.8,5.2,4.6
MSP-PODCAST_5883_0086.wav,5.2,5.2,5.0
MSP-PODCAST_5593_0436.wav,5.4,4.6,2.6
MSP-PODCAST_2313_0434.wav,3.0,3.0,4.0
MSP-PODCAST_1609_0002_0037.wav,4.8,4.6,4.4
MSP-PODCAST_3126_0149.wav,5.2,4.8,4.8
MSP-PODCAST_2403_0443.wav,3.8,3.4,3.2
MSP-PODCAST_1553_0014.wav,3.8,4.0,4.8
MSP-PODCAST_5496_1406.wav,5.0,5.6,4.0
MSP-PODCAST_2402_0024.wav,3.4,3.6,3.4
MSP-PODCAST_2415_0177.wav,3.6,3.6,3.2
MSP-PODCAST_6295_0147.wav,5.0,5.4,4.8
MSP-PODCAST_1687_0046.wav,4.6,4.8,4.2
MSP-PODCAST_1535_0086_0005.wav,4.8,5.0,4.8
MSP-PODCAST_6476_0027.wav,3.8,5.4,3.8
MSP-PODCAST_6625_1430.wav,4.0,5.2,4.8
MSP-PODCAST_3827_0449_0004.wav,2.4,4.8,4.2
MSP-PODCAST_3051_0637.wav,5.6,6.0,4.6
MSP-PODCAST_3472_0096_0001.wav,4.4,4.6,4.2
MSP-PODCAST_5472_0001.wav,5.2,6.0,5.0
MSP-PODCAST_5865_0415.wav,5.4,4.8,5.4
MSP-PODCAST_0257_0258.wav,4.75,5.333333,4.583333
MSP-PODCAST_2394_0553.wav,3.0,4.0,4.0
MSP-PODCAST_6907_0126.wav,5.4,4.6,5.2
MSP-PODCAST_1700_0342_0010.wav,5.2,5.4,5.2
MSP-PODCAST_2403_0368.wav,3.8,4.0,3.6
MSP-PODCAST_6267_1269.wav,3.8,5.2,5.0
MSP-PODCAST_2232_1232.wav,4.4,4.8,4.6
MSP-PODCAST_2412_0077.wav,3.4,3.6,3.4
MSP-PODCAST_0571_0424.wav,4.8,4.6,4.6
MSP-PODCAST_2265_0396.wav,4.6,5.6,4.0
MSP-PODCAST_6591_0004.wav,4.0,4.8,3.8
MSP-PODCAST_5357_0025.wav,4.8,4.4,5.2
MSP-PODCAST_3188_1063.wav,3.6,5.4,4.8
MSP-PODCAST_5624_0193.wav,3.4,5.0,4.2
MSP-PODCAST_2351_0429.wav,6.0,5.0,5.0
MSP-PODCAST_5981_2449.wav,6.0,6.0,5.6
MSP-PODCAST_1755_0436.wav,4.4,4.8,4.8
MSP-PODCAST_2276_0425.wav,4.6,4.8,4.4
MSP-PODCAST_6589_0001.wav,4.2,4.6,5.0
MSP-PODCAST_2399_0019.wav,4.0,4.0,4.0
MSP-PODCAST_6349_0018.wav,3.8,4.8,4.2
MSP-PODCAST_2749_0008.wav,4.6,4.6,4.8
MSP-PODCAST_0153_0392.wav,6.421053,3.684211,6.263158
MSP-PODCAST_0526_0744.wav,5.368421,5.684211,4.894737
MSP-PODCAST_1760_0254.wav,5.2,4.6,5.0
MSP-PODCAST_5055_0670.wav,5.4,4.2,5.4
MSP-PODCAST_5753_0064.wav,5.8,5.0,5.4
MSP-PODCAST_0361_0409.wav,5.545455,3.909091,5.363636
MSP-PODCAST_5704_0523.wav,3.2,5.4,3.6
MSP-PODCAST_0253_1645.wav,6.416667,5.166667,6.333333
MSP-PODCAST_6252_0388.wav,5.0,4.6,4.8
MSP-PODCAST_5958_0024.wav,4.2,5.6,5.2
MSP-PODCAST_5720_0363_0000.wav,3.2,5.0,4.2
MSP-PODCAST_2531_0430.wav,4.8,4.0,5.2
MSP-PODCAST_2446_0374.wav,4.4,4.4,4.4
MSP-PODCAST_6272_0482.wav,4.4,4.6,5.0
MSP-PODCAST_3153_0310.wav,6.2,5.8,5.6
MSP-PODCAST_0003_0540.wav,4.0,5.6,4.4
MSP-PODCAST_6921_0507.wav,3.8,5.0,5.0
MSP-PODCAST_0791_0441.wav,6.4,6.7,6.2
MSP-PODCAST_3866_0083_0000.wav,5.0,5.2,5.0
MSP-PODCAST_3348_0559.wav,4.0,5.0,4.2
MSP-PODCAST_0221_0298.wav,5.0,4.8,4.6
MSP-PODCAST_3388_0017.wav,4.8,5.0,5.0
MSP-PODCAST_2234_0589.wav,5.0,4.6,4.8
MSP-PODCAST_2736_0366.wav,5.0,5.6,5.0
MSP-PODCAST_1655_0255.wav,5.2,4.6,4.8
MSP-PODCAST_5492_2939.wav,4.6,5.4,4.4
MSP-PODCAST_0163_0001.wav,5.071429,5.142857,5.285714
MSP-PODCAST_5293_0176.wav,5.4,4.6,5.6
MSP-PODCAST_0707_0218.wav,4.2,4.8,3.6
MSP-PODCAST_1763_0195.wav,5.142857,5.571429,5.0
MSP-PODCAST_6826_0965.wav,5.2,5.0,5.2
MSP-PODCAST_2239_0917.wav,4.4,3.8,4.4
MSP-PODCAST_3363_0989_0000.wav,4.4,5.0,4.6
MSP-PODCAST_0275_0297.wav,4.4,4.8,4.2
MSP-PODCAST_3644_0410_0000.wav,3.4,5.4,4.4
MSP-PODCAST_4610_0062.wav,3.2,5.0,4.2
MSP-PODCAST_5925_0406.wav,4.6,5.0,4.4
MSP-PODCAST_5578_1692.wav,4.8,4.6,5.0
MSP-PODCAST_6683_0100.wav,5.0,5.6,5.0
MSP-PODCAST_0762_0321.wav,5.0,4.2,4.8
MSP-PODCAST_2979_0360.wav,3.6,4.8,4.2
MSP-PODCAST_0320_0093.wav,2.8,5.2,3.6
MSP-PODCAST_6679_0404.wav,5.4,5.4,5.2
MSP-PODCAST_0189_0426.wav,4.4,5.2,4.0
MSP-PODCAST_2277_0785.wav,4.4,4.6,4.2
MSP-PODCAST_3609_0015_0003.wav,4.4,5.0,4.4
MSP-PODCAST_5981_0872.wav,3.6,3.8,4.4
MSP-PODCAST_0207_0296.wav,4.166667,4.666667,4.833333
MSP-PODCAST_2304_0300.wav,5.0,5.0,4.6
MSP-PODCAST_6560_0206.wav,3.2,5.0,4.0
MSP-PODCAST_2729_0057.wav,5.0,5.166667,4.666667
MSP-PODCAST_5354_0077.wav,5.0,4.8,4.8
MSP-PODCAST_5756_1135.wav,4.0,4.8,4.2
MSP-PODCAST_0657_0423.wav,5.2,5.0,4.4
MSP-PODCAST_1356_0274.wav,3.8,4.8,5.4
MSP-PODCAST_1535_0038_0002.wav,4.4,5.6,4.8
MSP-PODCAST_1668_0067_0039.wav,5.090909,5.090909,5.272727
MSP-PODCAST_3301_0042.wav,4.2,5.6,5.0
MSP-PODCAST_5494_0040.wav,5.2,5.2,4.8
MSP-PODCAST_1002_0577.wav,5.4,5.6,5.2
MSP-PODCAST_2346_0287.wav,4.6,5.0,4.8
MSP-PODCAST_5483_0251.wav,5.4,5.2,5.0
MSP-PODCAST_2517_0194_0001.wav,4.8,3.6,5.0
MSP-PODCAST_5642_1032.wav,4.4,4.2,4.6
MSP-PODCAST_2400_0315.wav,3.0,4.0,4.0
MSP-PODCAST_5483_0112.wav,5.2,5.0,5.4
MSP-PODCAST_3098_0808.wav,5.2,4.8,4.6
MSP-PODCAST_6111_0012.wav,4.8,5.6,5.2
MSP-PODCAST_4251_0018.wav,3.4,3.4,3.6
MSP-PODCAST_2346_0438.wav,3.0,4.0,4.0
MSP-PODCAST_2346_0208.wav,6.0,6.0,7.0
MSP-PODCAST_3005_0224.wav,4.0,5.2,4.0
MSP-PODCAST_5482_0443_0001.wav,5.0,5.0,4.2
MSP-PODCAST_3595_0140.wav,5.2,5.2,4.6
MSP-PODCAST_2666_0710.wav,5.0,5.2,4.8
MSP-PODCAST_2242_0135.wav,4.0,4.6,4.6
MSP-PODCAST_2936_0098.wav,4.8,4.4,5.2
MSP-PODCAST_3646_0247.wav,4.0,5.2,4.4
MSP-PODCAST_1353_0093_0015.wav,4.6,4.2,5.2
MSP-PODCAST_5895_0578.wav,3.6,5.2,4.6
MSP-PODCAST_5697_0101.wav,2.6,4.6,3.8
MSP-PODCAST_3156_0844.wav,5.2,5.0,4.0
MSP-PODCAST_2418_0099.wav,3.6,3.0,3.6
MSP-PODCAST_2700_0475.wav,3.4,5.2,4.6
MSP-PODCAST_5130_0282.wav,4.8,5.0,4.8
MSP-PODCAST_2215_0084.wav,5.2,4.4,5.6
MSP-PODCAST_1699_0185_0005.wav,4.4,5.4,4.8
MSP-PODCAST_2443_0128.wav,5.2,5.0,5.2
MSP-PODCAST_5290_0012.wav,5.0,5.2,4.4
MSP-PODCAST_0883_0198.wav,5.166667,4.916667,5.333333
MSP-PODCAST_5487_1443.wav,5.4,4.4,5.6
MSP-PODCAST_0808_0078.wav,5.3,4.3,5.0
MSP-PODCAST_4696_0367_0000.wav,4.6,2.8,3.8
MSP-PODCAST_2336_1857.wav,2.6,3.4,3.4
MSP-PODCAST_6153_0083.wav,3.6,2.6,3.4
MSP-PODCAST_2805_0222.wav,5.0,3.0,3.8
MSP-PODCAST_3600_0063_0004.wav,3.0,3.0,3.6
MSP-PODCAST_4535_0156_0000.wav,3.4,3.0,4.0
MSP-PODCAST_6322_1139.wav,4.6,3.0,4.2
MSP-PODCAST_5538_0159.wav,3.4,2.8,3.8
MSP-PODCAST_6658_0191.wav,3.2,3.2,4.0
MSP-PODCAST_4116_0121.wav,2.6,3.2,2.6
MSP-PODCAST_2599_0203.wav,3.2,3.2,3.8
MSP-PODCAST_5724_0740.wav,2.8,3.8,4.8
MSP-PODCAST_0865_0374.wav,2.6,3.0,4.0
MSP-PODCAST_3691_0160.wav,2.8,2.8,4.0
MSP-PODCAST_2472_0056_0001.wav,3.2,2.8,3.4
MSP-PODCAST_5526_0362.wav,4.6,2.8,4.2
MSP-PODCAST_4301_0050_0009.wav,3.8,3.0,4.0
MSP-PODCAST_3372_0089_0002.wav,3.8,2.8,4.0
MSP-PODCAST_2794_0140.wav,3.6,3.2,4.0
MSP-PODCAST_2534_0021.wav,2.8,3.2,3.4
MSP-PODCAST_6650_0047.wav,4.6,2.8,4.2
MSP-PODCAST_5706_0096.wav,2.2,1.6,2.8
MSP-PODCAST_6059_0512.wav,4.2,3.6,4.8
MSP-PODCAST_5263_0142.wav,4.0,3.8,3.6
MSP-PODCAST_6637_0259.wav,4.2,3.2,4.0
MSP-PODCAST_5706_0364.wav,2.4,3.2,3.2
MSP-PODCAST_6124_0374.wav,4.0,2.6,3.0
MSP-PODCAST_5406_0387.wav,4.0,3.2,4.2
MSP-PODCAST_5324_0616.wav,2.8,3.4,4.0
MSP-PODCAST_6804_0594.wav,2.8,3.4,3.6
MSP-PODCAST_6107_0537.wav,4.2,2.6,3.8
MSP-PODCAST_6014_0348.wav,3.6,3.2,3.6
MSP-PODCAST_6440_0038_0003.wav,3.2,3.6,4.0
MSP-PODCAST_5941_0122.wav,3.4,3.2,4.4
MSP-PODCAST_6241_0704.wav,3.8,4.0,4.4
MSP-PODCAST_5292_0063.wav,2.0,2.6,2.6
MSP-PODCAST_6203_0162.wav,2.4,3.4,3.0
MSP-PODCAST_3114_1167.wav,2.6,2.6,2.8
MSP-PODCAST_5747_0388.wav,4.6,2.6,3.6
MSP-PODCAST_5112_0096.wav,3.2,3.2,4.4
MSP-PODCAST_2007_0159.wav,3.8,3.4,4.0
MSP-PODCAST_6301_0066.wav,2.6,3.2,3.4
MSP-PODCAST_3587_0687.wav,2.6,3.2,3.8
MSP-PODCAST_5706_0425.wav,3.2,2.8,3.6
MSP-PODCAST_5741_0064.wav,3.4,3.0,3.6
MSP-PODCAST_0785_0133.wav,4.0,3.8,4.2
MSP-PODCAST_0369_0152.wav,2.944444,2.722222,3.666667
MSP-PODCAST_5165_0032.wav,4.6,3.2,4.6
MSP-PODCAST_2951_0319.wav,3.6,4.2,3.8
MSP-PODCAST_3036_0051.wav,2.2,3.2,3.8
MSP-PODCAST_6045_0115.wav,3.4,3.0,4.4
MSP-PODCAST_2393_0132.wav,4.0,4.0,4.0
MSP-PODCAST_5313_0026.wav,3.4,2.8,3.6
MSP-PODCAST_5560_1028.wav,2.4,2.8,4.0
MSP-PODCAST_6466_0573.wav,3.2,3.6,3.4
MSP-PODCAST_2386_0068.wav,5.0,1.8,5.2
MSP-PODCAST_2310_0217.wav,3.2,3.2,3.8
MSP-PODCAST_6725_0121.wav,3.0,3.2,4.2
MSP-PODCAST_5551_0012_0000.wav,3.8,3.4,4.0
MSP-PODCAST_2422_0328.wav,2.0,3.166667,1.833333
MSP-PODCAST_2986_0400.wav,2.2,3.2,3.0
MSP-PODCAST_5145_0036.wav,3.8,2.8,4.0
MSP-PODCAST_6564_0032.wav,3.4,3.0,4.4
MSP-PODCAST_5551_0061.wav,2.8,3.0,3.0
MSP-PODCAST_6718_0020.wav,3.0,3.2,4.4
MSP-PODCAST_3995_0244.wav,3.4,3.0,4.2
MSP-PODCAST_5721_2158.wav,2.6,2.8,3.4
MSP-PODCAST_1526_0013_0011.wav,3.2,2.4,3.0
MSP-PODCAST_0272_0320.wav,3.8,3.2,4.0
MSP-PODCAST_6251_0122_0001.wav,3.2,4.2,3.8
MSP-PODCAST_0834_0437_0001.wav,3.4,3.4,3.0
MSP-PODCAST_6717_0347.wav,3.2,3.2,4.4
MSP-PODCAST_5171_0103.wav,4.2,3.8,4.0
MSP-PODCAST_5765_0211.wav,2.6,3.4,3.6
MSP-PODCAST_4283_0066.wav,2.8,3.0,3.8
MSP-PODCAST_5953_0420.wav,2.6,2.6,3.4
MSP-PODCAST_3890_0028_0000.wav,4.2,2.6,5.0
MSP-PODCAST_5708_0292.wav,3.8,3.0,4.4
MSP-PODCAST_1884_0025.wav,3.8,3.4,3.8
MSP-PODCAST_4208_0006_0002.wav,4.0,3.0,3.6
MSP-PODCAST_6467_0630.wav,2.8,3.2,3.8
MSP-PODCAST_5504_0199.wav,2.8,2.8,3.6
MSP-PODCAST_6215_0021_0005.wav,3.0,3.6,3.2
MSP-PODCAST_2997_1388.wav,2.8,2.8,3.4
MSP-PODCAST_5723_0180.wav,2.6,3.0,3.8
MSP-PODCAST_5485_0106.wav,2.8,3.0,3.4
MSP-PODCAST_2760_0284.wav,4.0,3.0,4.8
MSP-PODCAST_6852_0231.wav,3.4,3.6,3.6
MSP-PODCAST_3189_0407.wav,4.6,3.0,4.6
MSP-PODCAST_6643_0253.wav,3.2,2.8,3.8
MSP-PODCAST_2347_2080.wav,3.6,3.0,3.8
MSP-PODCAST_3976_0044_0003.wav,2.6,3.4,3.2
MSP-PODCAST_6028_0183.wav,5.2,2.4,5.0
MSP-PODCAST_4317_0103_0000.wav,4.2,2.8,4.4
MSP-PODCAST_1680_0107.wav,4.4,3.6,4.2
MSP-PODCAST_6152_0042.wav,3.0,3.8,3.8
MSP-PODCAST_3112_0627.wav,3.2,3.2,3.2
MSP-PODCAST_2330_0821.wav,3.8,3.0,4.2
MSP-PODCAST_5639_0383.wav,2.6,3.6,3.0
MSP-PODCAST_6152_0070.wav,2.4,3.0,3.6
MSP-PODCAST_6460_0105.wav,2.2,3.8,3.0
MSP-PODCAST_2224_0111.wav,4.8,3.2,4.6
MSP-PODCAST_2430_0005.wav,3.2,3.8,3.2
MSP-PODCAST_4532_0022_0004.wav,3.4,3.2,4.0
MSP-PODCAST_3053_0165.wav,3.2,2.8,4.0
MSP-PODCAST_5833_1031.wav,4.8,2.8,4.2
MSP-PODCAST_6855_0919.wav,3.0,3.6,3.6
MSP-PODCAST_3997_0038_0000.wav,4.4,3.2,4.2
MSP-PODCAST_5944_0027.wav,3.6,3.8,4.0
MSP-PODCAST_6451_0358.wav,3.8,3.0,4.0
MSP-PODCAST_6763_1354.wav,3.4,2.8,4.2
MSP-PODCAST_1031_0315.wav,2.8,2.4,3.6
MSP-PODCAST_2744_0120.wav,2.5,2.833333,2.5
MSP-PODCAST_5771_0259.wav,2.6,3.0,3.6
MSP-PODCAST_0239_0757.wav,3.0,3.2,3.6
MSP-PODCAST_6272_2707.wav,4.2,3.0,4.2
MSP-PODCAST_5942_0154.wav,3.6,3.0,3.8
MSP-PODCAST_6180_0343.wav,2.2,3.6,3.6
MSP-PODCAST_6765_0559.wav,2.6,3.2,3.4
MSP-PODCAST_2997_1401.wav,2.0,3.0,2.2
MSP-PODCAST_6614_0528.wav,4.2,3.6,4.2
MSP-PODCAST_1110_0021.wav,4.6,3.0,4.6
MSP-PODCAST_0865_0448_0002.wav,2.666667,2.416667,3.166667
MSP-PODCAST_2350_0865.wav,2.6,2.4,4.6
MSP-PODCAST_3799_0090_0004.wav,3.6,2.8,4.2
MSP-PODCAST_6333_0101.wav,3.0,3.4,3.2
MSP-PODCAST_5967_0554.wav,2.333333,2.833333,4.166667
MSP-PODCAST_4076_0476.wav,3.2,3.0,4.0
MSP-PODCAST_5256_0482.wav,3.6,3.6,4.0
MSP-PODCAST_5150_0092.wav,3.4,3.2,4.0
MSP-PODCAST_0616_0095.wav,2.4,2.6,3.6
MSP-PODCAST_1909_0239.wav,4.0,3.8,3.2
MSP-PODCAST_6700_0187.wav,4.2,2.8,4.2
MSP-PODCAST_6765_0299.wav,3.2,3.4,3.6
MSP-PODCAST_6524_0072.wav,3.6,3.2,4.0
MSP-PODCAST_5157_0052.wav,4.4,3.4,4.6
MSP-PODCAST_3779_0109_0001.wav,3.8,3.0,4.6
MSP-PODCAST_6832_0116.wav,3.2,3.2,3.2
MSP-PODCAST_5258_0012.wav,3.4,3.0,3.4
MSP-PODCAST_2351_0522.wav,3.2,3.0,3.2
MSP-PODCAST_1753_0162.wav,4.0,4.0,4.166667
MSP-PODCAST_5995_0706.wav,5.2,2.6,5.8
MSP-PODCAST_5698_0051.wav,2.4,2.8,3.2
MSP-PODCAST_3116_0017.wav,2.8,4.2,3.0
MSP-PODCAST_6568_0142.wav,3.2,3.8,4.2
MSP-PODCAST_6321_0258_0003.wav,5.0,3.2,4.6
MSP-PODCAST_6929_0514.wav,3.2,3.8,3.2
MSP-PODCAST_2324_0211.wav,2.0,2.0,1.0
MSP-PODCAST_5168_0500.wav,1.4,3.0,3.6
MSP-PODCAST_6568_0079.wav,3.2,2.8,3.6
MSP-PODCAST_4970_0662.wav,2.4,3.6,3.4
MSP-PODCAST_5989_0601.wav,4.4,3.2,5.0
MSP-PODCAST_5406_0628.wav,4.8,2.8,4.8
MSP-PODCAST_6248_0787.wav,3.2,3.6,3.4
MSP-PODCAST_4115_0294_0000.wav,3.0,2.8,4.2
MSP-PODCAST_5424_0082.wav,2.8,2.6,3.6
MSP-PODCAST_3703_0179_0005.wav,3.8,2.8,4.0
MSP-PODCAST_5108_0084.wav,4.0,2.8,3.8
MSP-PODCAST_6251_0018.wav,2.4,3.0,3.8
MSP-PODCAST_0924_0019.wav,3.8,3.6,3.8
MSP-PODCAST_1968_0058.wav,2.6,3.4,2.6
MSP-PODCAST_1890_0081.wav,4.0,2.6,4.8
MSP-PODCAST_2994_0023.wav,2.4,3.2,3.8
MSP-PODCAST_5707_0548.wav,2.6,3.0,2.6
MSP-PODCAST_2340_0032.wav,4.0,3.2,4.8
MSP-PODCAST_5690_0419.wav,2.6,3.4,4.0
MSP-PODCAST_6110_0090.wav,3.4,3.4,3.8
MSP-PODCAST_0861_0078_0001.wav,3.4,1.8,4.2
MSP-PODCAST_5928_0612.wav,4.2,3.2,4.4
MSP-PODCAST_6341_0058.wav,2.2,3.2,3.4
MSP-PODCAST_5368_0017.wav,2.6,4.0,3.6
MSP-PODCAST_6215_0053_0001.wav,3.0,3.4,3.4
MSP-PODCAST_6816_0541.wav,4.4,3.0,3.8
MSP-PODCAST_5681_0419.wav,2.2,3.4,2.4
MSP-PODCAST_2006_0004.wav,3.2,2.6,4.0
MSP-PODCAST_2671_0181.wav,4.4,3.0,4.4
MSP-PODCAST_2396_0176.wav,1.833333,2.833333,2.666667
MSP-PODCAST_5221_0209.wav,3.0,3.0,3.8
MSP-PODCAST_6233_0142.wav,2.4,3.8,2.2
MSP-PODCAST_5735_0070.wav,3.0,3.4,3.6
MSP-PODCAST_6481_0345.wav,3.4,3.4,4.4
MSP-PODCAST_5660_0678_0001.wav,5.2,2.8,4.8
MSP-PODCAST_2430_0016.wav,2.2,3.2,2.4
MSP-PODCAST_5372_0076.wav,2.8,2.6,4.0
MSP-PODCAST_1796_0404_0001.wav,3.0,3.2,3.2
